brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
102991,for_sale,250000,3,1,32.87,1865781,Larue,Texas,75770,861,
2221,for_sale,63300,2,1,6,1438795,Larue,Texas,75770,908,
79692,for_sale,165000,3,2,1,184338,Larue,Texas,75770,1392,
79692,for_sale,28500,,,2.68,1865773,Moore Station,Texas,75770,,
78772,for_sale,350000,,,44.53,312083,Larue,Texas,75770,,
8549,for_sale,54900,,,5.73,1864123,Larue,Texas,75770,,
31153,for_sale,49000,,,1.09,1553522,Larue,Texas,75770,,2022-02-01
53016,for_sale,49000,,,1.01,1772624,Larue,Texas,75770,,
78772,for_sale,350000,,,44.53,312084,Larue,Texas,75770,,
79692,for_sale,28500,,,2.68,1865773,Larue,Texas,75770,,2022-02-28
79692,for_sale,165000,3,2,1,184346,Larue,Texas,75770,,
22611,for_sale,75000,,,2.01,1978792,Larue,Texas,75770,,
1918,for_sale,489900,2,3,12.81,1804229,Larue,Texas,75770,1560,
22611,for_sale,105000,,,5.91,1740339,Larue,Texas,75770,,2016-08-09
22611,for_sale,105000,,,5.91,1740338,Larue,Texas,75770,,
22611,for_sale,75000,,,2.01,1978792,Larue,Texas,75770,,2005-06-21
51525,for_sale,189000,,,14.13,1607242,Larue,Texas,75770,,
78772,for_sale,700000,4,2,23.81,185266,Larue,Texas,75770,2589,
89537,for_sale,182512,,,11.78,1955727,Larue,Texas,75770,,
56807,for_sale,60000,,,2.61,515950,Larue,Texas,75770,,
66346,for_sale,664900,3,2,1.09,1740331,Larue,Texas,75770,2265,2020-01-08
31142,for_sale,450000,,,60.53,1865835,Larue,Texas,75770,,
88256,for_sale,299000,,,10.36,1909220,Larue,Texas,75770,,
22611,for_sale,593222,4,2,2.01,1749360,Larue,Texas,75770,2333,2005-07-13
15642,for_sale,119900,3,2,,690672,Hideaway,Texas,75771,1551,2011-12-05
53489,for_sale,160000,3,1,0.37,126592,Lindale,Texas,75771,1017,2014-11-25
82046,for_sale,249000,4,2,0.58,292974,Lindale,Texas,75771,2100,2014-04-17
18665,for_sale,225900,4,2,0.16,507729,Lindale,Texas,75771,1389,
53489,for_sale,210000,,,0.03,1394015,Hideaway,Texas,75771,1300,
57694,for_sale,450000,4,3,1.37,681268,Lindale,Texas,75771,2630,2015-10-28
98297,for_sale,119900,,,6.37,507247,Lindale,Texas,75771,,
102991,for_sale,429500,2,2,16.1,715598,Lindale,Texas,75771,2278,
53489,for_sale,899000,4,4,0.44,957618,Hideaway,Texas,75771,3776,
44805,for_sale,689000,4,3,0.5,180957,Hideaway,Texas,75771,2620,
53489,for_sale,599000,5,5,,614290,Lindale,Texas,75771,3347,2020-01-21
53489,for_sale,275000,4,2,0.22,1063847,Lindale,Texas,75771,1540,2019-11-15
10881,for_sale,325000,4,2,,1712420,Lindale,Texas,75771,1848,2022-05-09
11255,for_sale,425000,3,3,,314023,Hideaway,Texas,75771,2936,
11255,for_sale,499000,4,3,,363276,Lindale,Texas,75771,2409,
11255,for_sale,2490000,5,4,0.5,1339935,Hideaway,Texas,75771,4985,
29652,for_sale,165000,2,2,0.44,1687266,Mineola,Texas,75773,1421,2022-04-01
109950,for_sale,215000,3,2,2.82,1070699,Mineola,Texas,75773,1233,2019-09-13
15642,for_sale,90000,3,2,,1442639,Mineola,Texas,75773,1771,
29652,for_sale,215000,3,2,0.46,32640,Mineola,Texas,75773,1429,2020-07-23
15642,for_sale,92000,2,1,0.5,1046875,Mineola,Texas,75773,900,
98269,for_sale,289900,3,2,0.5,366493,Mineola,Texas,75773,1918,
66037,for_sale,229000,5,2,,289121,Mineola,Texas,75773,2196,
33745,for_sale,99500,,,5.92,660240,Mineola,Texas,75773,,
8780,for_sale,499990,3,3,6.3,730561,Mineola,Texas,75773,2448,
97813,for_sale,699000,3,3,14,1178429,Mineola,Texas,75773,2091,
53489,for_sale,18500,,,0.23,1895152,Mineola,Texas,75773,,
66037,for_sale,180000,,,10,1865315,Mineola,Texas,75773,,
1918,for_sale,46000,3,2,0.18,807885,Murchison,Texas,75778,924,
97029,for_sale,179995,3,2,0.35,374779,Murchison,Texas,75778,1440,
97029,for_sale,279000,4,2,2.43,306833,Murchison,Texas,75778,1560,
97029,for_sale,89900,2,2,0.18,655582,Murchison,Texas,75778,910,
97029,for_sale,89900,2,2,0.18,612881,Murchison,Texas,75778,910,
97029,for_sale,65000,2,1,0.18,775040,Murchison,Texas,75778,1152,
42586,for_sale,150000,3,2,0.18,119634,Murchison,Texas,75778,1600,
74786,for_sale,125000,3,2,,604309,Murchison,Texas,75778,1030,2022-03-18
1918,for_sale,94900,4,4,0.39,1662260,Murchison,Texas,75778,1512,
77621,for_sale,379000,3,2,9.37,1640852,Murchison,Texas,75778,1460,2006-08-28
3865,for_sale,295000,3,3,0.54,1252438,Murchison,Texas,75778,2172,2012-08-09
66037,for_sale,185000,2,2,,1293311,Murchison,Texas,75778,1160,
83663,for_sale,50000,,,1.05,532244,Murchison,Texas,75778,,
79692,for_sale,5500,,,0.21,1944003,Murchison,Texas,75778,,
33329,for_sale,7499,,,0.21,1971370,Murchison,Texas,75778,,
3865,for_sale,169000,3,2,0.54,86250,Murchison,Texas,75778,1512,
77533,for_sale,319500,4,3,2,1483874,Murchison,Texas,75778,2414,2018-02-08
97029,for_sale,14000,,,0.42,766592,Murchison,Texas,75778,,
97029,for_sale,14000,,,0.42,765801,Murchison,Texas,75778,,
65286,for_sale,9000,,,1.15,1939199,Murchison,Texas,75778,,
94489,for_sale,127500,,,17.76,1865564,Murchison,Texas,75778,,
97029,for_sale,14000,,,0.42,766959,Murchison,Texas,75778,,
1918,for_sale,284900,2,3,0.19,1620545,Murchison,Texas,75778,1163,2019-08-28
10767,for_sale,439000,4,3,2.5,339961,Murchison,Texas,75778,2240,2021-06-29
53489,for_sale,235000,3,1,12.38,1706609,Murchison,Texas,75778,1468,2022-04-28
42496,for_sale,359000,,,30,954634,Murchison,Texas,75778,,
97029,for_sale,239000,3,2,0.21,840768,Murchison,Texas,75778,1568,
81604,for_sale,270000,3,2,0.26,1798199,Murchison,Texas,75778,1297,
97029,for_sale,16500,,,0.36,1953088,Murchison,Texas,75778,,
3865,for_sale,129000,2,1,0.35,1527816,Murchison,Texas,75778,754,
53489,for_sale,465000,3,2,0.8,1630777,Murchison,Texas,75778,2046,2012-04-10
22036,for_sale,125000,,,1.13,1874382,Murchison,Texas,75778,,
65055,for_sale,324500,4,3,0.32,525583,Murchison,Texas,75778,1568,2022-04-13
78018,for_sale,752000,,,47,1893383,Murchison,Texas,75778,,
80702,for_sale,752000,,,47,1893382,Murchison,Texas,75778,,
96857,for_sale,649000,4,3,44.06,240896,Murchison,Texas,75778,2432,
23799,for_sale,265000,3,2,0.18,1078343,Murchison,Texas,75778,1216,2017-09-15
15642,for_sale,1450000,,,132,1865596,Murchison,Texas,75778,,
88191,for_sale,1200000,4,4,30.35,1752730,Murchison,Texas,75778,4566,
97029,for_sale,190000,,,0.34,1037687,Murchison,Texas,75778,,2022-05-30
107573,for_sale,234795,,,42.69,1881903,Neches,Texas,75779,,
97897,for_sale,1002500,,,200.5,1838028,Neches,Texas,75779,,
56685,for_sale,999000,,,136.27,2829,Neches,Texas,75779,,
97900,for_sale,1002500,,,200.5,1838028,Neches,Texas,75779,,
72771,for_sale,149500,3,2,,1163543,Palestine,Texas,75801,2440,2016-01-19
52577,for_sale,105000,3,2,0.24,958592,Palestine,Texas,75803,1176,2021-08-03
57119,for_sale,249000,3,3,1.58,1597854,Elkhart,Texas,75839,2132,
56685,for_sale,289500,4,3,0.63,215350,Palestine,Texas,75801,2624,2021-10-05
56685,for_sale,215000,2,2,,123007,Palestine,Texas,75801,1500,
56685,for_sale,189000,3,2,1.78,537481,Elkhart,Texas,75839,1000,2012-10-03
263,for_sale,187500,3,2,0.35,642524,Palestine,Texas,75803,1875,
70390,for_sale,179000,5,2,0.29,276223,Palestine,Texas,75801,1748,2022-05-20
23432,for_sale,165000,1,1,10,1529189,Grapeland,Texas,75844,540,
56685,for_sale,160000,3,2,0.42,217790,Palestine,Texas,75801,1189,
94038,for_sale,215000,3,2,0.25,650340,Elkhart,Texas,75839,1363,2011-06-02
43464,for_sale,189900,1,1,19.69,1404307,Elkhart,Texas,75839,816,
94038,for_sale,380000,3,3,2.24,1460163,Palestine,Texas,75801,3068,
23432,for_sale,139900,3,1,,206570,Palestine,Texas,75801,1431,
56685,for_sale,9110,,,3.17,1931187,Palestine,Texas,75803,,
56685,for_sale,299900,4,3,0.61,1230390,Palestine,Texas,75803,2286,
43464,for_sale,75000,,,7.43,149,Elkhart,Texas,75839,,
81404,for_sale,250000,3,2,7.43,176751,Elkhart,Texas,75839,1332,
72771,for_sale,490000,4,4,0.83,53524,Palestine,Texas,75801,3850,
72771,for_sale,575000,4,3,6,1288561,Palestine,Texas,75801,3087,
1580,for_sale,147607,,,33,1838030,Palestine,Texas,75801,,
56685,for_sale,585000,4,3,6.6,1656687,Elkhart,Texas,75839,2471,2020-06-03
78513,for_sale,1350000,5,5,199,1755260,Grapeland,Texas,75844,3212,
1580,for_sale,430939,,,116,1864995,Rusk,Texas,75785,,
1580,for_sale,572348,,,135,1838030,Palestine,Texas,75801,,
1580,for_sale,1428715,,,362,1838030,Palestine,Texas,75801,,
53463,for_sale,235000,2,1,0.13,593058,Zavalla,Texas,75780,784,
82967,for_sale,199217,,,54.58,1865748,New Summerfield,Texas,75780,,
74611,for_sale,69000,3,2,1,680812,Jacksonville,Texas,75766,1271,2022-03-09
81875,for_sale,133000,1,1,3.71,583347,Troup,Texas,75789,352,
53489,for_sale,149900,3,2,1,556539,Troup,Texas,75789,1697,2022-04-28
53489,for_sale,199900,1,1,4.94,512423,Troup,Texas,75789,800,2022-03-24
37592,for_sale,205000,3,2,10,1062993,Troup,Texas,75789,1015,2022-04-20
20449,for_sale,165000,3,2,,1391690,Troup,Texas,75789,1600,2022-05-18
10609,for_sale,223000,3,2,,1184081,Jacksonville,Texas,75766,1579,2022-03-18
53489,for_sale,599000,3,3,25,502561,Troup,Texas,75789,2400,
110019,for_sale,598875,4,4,9.99,1081758,Rusk,Texas,75785,4080,2016-09-06
10609,for_sale,86975,,,3.8,357238,Troup,Texas,75789,,
15331,for_sale,60000,,,5,824878,Rusk,Texas,75785,,2022-04-18
44881,for_sale,405000,3,2,39,578762,Rusk,Texas,75785,1550,
53489,for_sale,265000,3,2,0.16,22646,Jacksonville,Texas,75766,1398,
58458,for_sale,585000,4,4,1.26,1201459,Troup,Texas,75789,3950,2022-05-31
53489,for_sale,50000,,,2,556820,Troup,Texas,75789,,
66114,for_sale,320000,,,42.33,860874,Jacksonville,Texas,75766,,2022-04-22
37592,for_sale,229500,,,27.83,525160,Jacksonville,Texas,75766,,2016-07-14
15331,for_sale,189900,,,18.26,866769,Rusk,Texas,75785,,
105761,for_sale,250000,,,37,1267585,Troup,Texas,75789,,
65055,for_sale,305000,,,21.03,864797,Reklaw,Texas,75784,,2016-03-07
24332,for_sale,3506250,,,275,665112,New Summerfield,Texas,75766,,
22036,for_sale,269000,3,2,2.35,898010,Quitman,Texas,75783,1150,2022-01-29
29652,for_sale,175000,3,2,4.16,1118342,Quitman,Texas,75783,1634,
15830,for_sale,40000,3,2,0.33,398029,Quitman,Texas,75783,1669,2022-04-22
77749,for_sale,160000,3,2,2.35,1100841,Quitman,Texas,75783,1581,
9995,for_sale,38000,3,2,0.52,334268,Alto,Texas,75925,1536,2022-04-29
53489,for_sale,89500,3,1,,932691,Troup,Texas,75789,816,2018-01-26
44530,for_sale,175000,4,3,,1683231,Troup,Texas,75789,2129,
103102,for_sale,255000,3,2,1.05,1444607,Alto,Texas,75925,1932,2020-07-23
81875,for_sale,139000,3,1,0.35,634523,Rusk,Texas,75785,1281,2015-08-28
86550,for_sale,839000,3,2,52.48,722001,Troup,Texas,75789,1846,2011-08-29
93996,for_sale,185000,3,2,,819719,Rusk,Texas,75785,1308,2019-10-02
66037,for_sale,699000,3,2,29,1114555,Alto,Texas,75925,2492,
44881,for_sale,269000,4,3,0.27,1113343,Rusk,Texas,75785,2700,
81875,for_sale,205500,4,2,0.34,1044428,Rusk,Texas,75785,2522,
53489,for_sale,375000,5,4,0.39,92988,Troup,Texas,75789,2802,2019-12-19
74611,for_sale,210000,3,2,,355609,Rusk,Texas,75785,1342,
57694,for_sale,569900,3,3,,513190,Troup,Texas,75789,2148,
29169,for_sale,100000,,,5,672926,Bullard,Texas,75757,,2020-03-01
94038,for_sale,325000,,,0.84,711625,Bullard,Texas,75757,,2022-04-29
94038,for_sale,325000,,,0.66,711629,Bullard,Texas,75757,,2022-04-29
94038,for_sale,325000,,,0.74,711658,Bullard,Texas,75757,,2022-04-29
109085,for_sale,548634,,,18.3,1864816,Bullard,Texas,75757,,2022-05-12
109085,for_sale,36500,,,0.41,77772,Bullard,Texas,75757,,2022-05-10
108700,for_sale,82500,,,0.72,1065481,Bullard,Texas,75757,,2006-06-02
29169,for_sale,69190,,,0.63,1689096,Bullard,Texas,75757,,2022-03-04
29169,for_sale,72490,,,0.66,1650921,Bullard,Texas,75757,,2022-04-29
29169,for_sale,68530,,,0.62,1678497,Bullard,Texas,75757,,2022-04-15
29169,for_sale,67980,,,0.62,1664088,Bullard,Texas,75757,,2022-04-15
29169,for_sale,66770,,,0.61,1649882,Bullard,Texas,75757,,2022-04-15
29169,for_sale,70180,,,0.64,1706535,Bullard,Texas,75757,,2022-04-15
29169,for_sale,67320,,,0.61,1657175,Bullard,Texas,75757,,2022-04-15
29169,for_sale,65010,,,0.59,1642455,Bullard,Texas,75757,,2022-03-04
29169,for_sale,60390,,,0.55,679589,Bullard,Texas,75757,,2022-05-13
29169,for_sale,59840,,,0.54,675924,Bullard,Texas,75757,,2022-04-15
109085,for_sale,49980,,,0.34,885463,Bullard,Texas,75757,,
109085,for_sale,49980,,,0.46,939667,Bullard,Texas,75757,,
109085,for_sale,49980,,,0.44,1016400,Bullard,Texas,75757,,
109085,for_sale,49980,,,0.44,1038069,Bullard,Texas,75757,,
109085,for_sale,49980,,,0.45,1002478,Bullard,Texas,75757,,
109085,for_sale,49980,,,0.39,983649,Bullard,Texas,75757,,
109085,for_sale,49980,,,0.21,1101170,Bullard,Texas,75757,,
109085,for_sale,49980,,,0.36,948662,Bullard,Texas,75757,,
109085,for_sale,49980,,,0.37,970100,Bullard,Texas,75757,,
109085,for_sale,49980,,,0.23,1162138,Bullard,Texas,75757,,
109085,for_sale,49980,,,0.34,962711,Bullard,Texas,75757,,
109085,for_sale,49980,,,0.33,1102187,Bullard,Texas,75757,,
15642,for_sale,193000,,,24,1989350,Chandler,Texas,75758,,2022-04-29
105309,for_sale,5500,,,,1949015,Chandler,Texas,75758,,2022-05-06
105309,for_sale,5500,,,,1949014,Chandler,Texas,75758,,2022-05-06
105309,for_sale,5500,,,,1949012,Chandler,Texas,75758,,
105309,for_sale,5500,,,,1949011,Chandler,Texas,75758,,
105309,for_sale,5500,,,,1963373,Chandler,Texas,75758,,
105309,for_sale,5500,,,,1949013,Chandler,Texas,75758,,
81433,for_sale,47000,,,0.15,1975796,Chandler,Texas,75758,,2022-01-05
81433,for_sale,47000,,,0.18,1975795,Chandler,Texas,75758,,2022-01-05
105309,for_sale,22000,,,,1963374,Chandler,Texas,75758,,
105309,for_sale,22000,,,,1963372,Chandler,Texas,75758,,
81433,for_sale,47000,,,0.26,1975784,Chandler,Texas,75758,,2022-01-05
105309,for_sale,16500,,,,685488,Chandler,Texas,75758,,2022-05-06
81875,for_sale,270000,,,0.82,2000641,Chandler,Texas,75758,,
81875,for_sale,450000,,,1.35,2000641,Chandler,Texas,75758,,
81875,for_sale,90000,,,1.33,2000642,Chandler,Texas,75758,,
81875,for_sale,270000,,,0.64,2000641,Chandler,Texas,75758,,
81875,for_sale,450000,,,1.04,2000641,Chandler,Texas,75758,,
81875,for_sale,90000,,,0.95,2000690,Chandler,Texas,75758,,
81875,for_sale,425000,,,0.89,2000646,Chandler,Texas,75758,,
81875,for_sale,425000,,,0.74,2000641,Chandler,Texas,75758,,
81875,for_sale,425000,,,0.72,2000641,Chandler,Texas,75758,,
81875,for_sale,270000,,,0.82,2000642,Chandler,Texas,75758,,
81875,for_sale,270000,,,0.64,2000645,Chandler,Texas,75758,,
81875,for_sale,85000,,,0.84,2000642,Chandler,Texas,75758,,
77621,for_sale,98000,,,0.54,636210,Chandler,Texas,75758,,
81875,for_sale,425000,,,0.74,2000643,Chandler,Texas,75758,,
81875,for_sale,450000,,,1.04,2000648,Chandler,Texas,75758,,
81875,for_sale,425000,,,0.72,2000644,Chandler,Texas,75758,,
81875,for_sale,325000,,,0.65,2000647,Chandler,Texas,75758,,
20284,for_sale,45000,,,5.45,1575961,Jacksonville,Texas,75766,,2022-06-03
56685,for_sale,260000,2,2,0.36,1831852,Frankston,Texas,75763,1272,
29168,for_sale,199500,,,5,589827,Flint,Texas,75762,,
29168,for_sale,650000,,,44.39,377450,Flint,Texas,75762,,
53489,for_sale,79499,,,0.6,435588,Flint,Texas,75762,,
10609,for_sale,69500,,,0.88,550693,Flint,Texas,75762,,
29169,for_sale,82000,,,0.83,219459,Flint,Texas,75762,,2022-03-18
29169,for_sale,84682,,,0.71,218733,Flint,Texas,75762,,2022-06-15
29169,for_sale,82134,,,0.71,225900,Flint,Texas,75762,,2022-01-07
29169,for_sale,77514,,,0.64,233850,Flint,Texas,75762,,2022-01-07
29169,for_sale,76358,,,0.62,226494,Flint,Texas,75762,,2022-01-07
29169,for_sale,72000,,,0.74,227671,Flint,Texas,75762,,2022-04-15
29169,for_sale,75883,,,0.62,219348,Flint,Texas,75762,,2022-01-07
29169,for_sale,78000,,,0.52,217366,Flint,Texas,75762,,2022-06-15
29169,for_sale,78000,,,0.51,215593,Flint,Texas,75762,,2022-06-15
29169,for_sale,78000,,,0.51,216442,Flint,Texas,75762,,2022-06-15
29169,for_sale,69155,,,0.52,225174,Flint,Texas,75762,,2022-01-07
29169,for_sale,69155,,,0.52,225731,Flint,Texas,75762,,2022-01-07
29169,for_sale,69155,,,0.52,225920,Flint,Texas,75762,,2022-01-07
29169,for_sale,69155,,,0.52,224584,Flint,Texas,75762,,2022-01-07
29169,for_sale,69699,,,0.53,219444,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,232795,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,228985,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,231689,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,231371,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,232298,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,228171,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,232041,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,232841,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,228067,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,228597,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,232322,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,231440,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,228993,Flint,Texas,75762,,2022-01-07
29169,for_sale,68000,,,0.5,234302,Flint,Texas,75762,,2022-01-07
29169,for_sale,71941,,,0.56,233330,Flint,Texas,75762,,2022-01-07
29169,for_sale,72213,,,0.56,204082,Flint,Texas,75762,,2022-03-18
29169,for_sale,72213,,,0.56,225395,Flint,Texas,75762,,2022-01-07
97899,for_sale,49000,,,4.5,1894173,Hawkins,Texas,75765,,
102349,for_sale,85000,,,28.54,1875172,Hawkins,Texas,75765,,
15642,for_sale,26900,,,1.05,1942301,Holly Lake Ranch,Texas,75765,,
15642,for_sale,33900,,,0.3,1707856,Hawkins,Texas,75765,,
26050,for_sale,87500,,,1,723344,Holly Lake Ranch,Texas,75765,,
58929,for_sale,5000,,,0.3,1946645,Holly Lake Ranch,Texas,75765,,2022-04-29
58929,for_sale,6200,,,0.28,1948405,Holly Lake Ranch,Texas,75765,,
102996,for_sale,6000,,,0.42,1869874,Holly Lake Ranch,Texas,75765,,
102996,for_sale,6000,,,0.42,1869873,Holly Lake Ranch,Texas,75765,,
58929,for_sale,8250,,,0.3,1868486,Holly Lake Ranch,Texas,75765,,
15642,for_sale,7900,,,0.35,1887266,Hawkins,Texas,75765,,
97898,for_sale,16900,,,0.33,1875150,Jacksonville,Texas,75766,,
53489,for_sale,124500,,,35.43,1974172,Jacksonville,Texas,75766,,2021-06-16
20284,for_sale,40000,,,1.71,1944219,Jacksonville,Texas,75766,,
44881,for_sale,9500,,,0.17,1942052,Jacksonville,Texas,75766,,
78465,for_sale,74000,,,9,931861,Jacksonville,Texas,75766,,
44881,for_sale,412308,,,68.71,1882222,Jacksonville,Texas,75766,,2022-05-20
20284,for_sale,5000,,,0.35,1762469,Jacksonville,Texas,75766,,2021-12-29
15331,for_sale,107500,,,21.5,1864940,Jacksonville,Texas,75766,,
44881,for_sale,299000,1,1,,777817,Jacksonville,Texas,75766,924,2022-07-01
88256,for_sale,216100,,,11.37,1894151,Jacksonville,Texas,75766,,2022-03-07
44776,for_sale,32500,,,0.59,1864069,Jacksonville,Texas,75766,,
44776,for_sale,32500,,,0.59,1636496,Jacksonville,Texas,75766,,
44881,for_sale,49500,,,1.8,1892806,Jacksonville,Texas,75766,,
44881,for_sale,130000,,,7.22,1843615,Jacksonville,Texas,75766,,
57694,for_sale,320000,,,16.84,1924168,Jacksonville,Texas,75766,,
33758,for_sale,489000,,,19.75,1862779,Jacksonville,Texas,75766,,
22036,for_sale,75000,,,3,1975621,Jacksonville,Texas,75766,,2022-05-12
53489,for_sale,179900,,,1.31,1865438,Jacksonville,Texas,75766,,
82967,for_sale,1246000,,,356,1839585,Jacksonville,Texas,75766,,
99530,for_sale,89900,,,0.32,1825299,Jacksonville,Texas,75766,,
81875,for_sale,170000,3,2,6.44,1066562,Jacksonville,Texas,75766,1774,2022-04-15
53489,for_sale,79900,2,1,,613136,Jacksonville,Texas,75766,1014,
15331,for_sale,190999,3,2,6.48,1497725,Jacksonville,Texas,75766,1400,2020-09-14
15331,for_sale,159000,3,1,0.43,1678105,Jacksonville,Texas,75766,1571,2022-04-18
44881,for_sale,90000,,,4.9,730648,Jacksonville,Texas,75766,,2022-04-27
44881,for_sale,169000,4,4,0.32,1695326,Jacksonville,Texas,75766,2362,
15331,for_sale,318000,3,2,25,178626,Jacksonville,Texas,75766,1435,2021-10-31
33968,for_sale,90000,,,7.22,1968647,Jacksonville,Texas,75766,,2022-04-21
81875,for_sale,122000,3,2,,1770243,Jacksonville,Texas,75766,984,2022-04-22
67098,for_sale,45000,,,3.67,1968637,Jacksonville,Texas,75766,,
53489,for_sale,85000,,,4.54,1900181,Jacksonville,Texas,75766,,
67098,for_sale,45000,,,3.67,1927256,Jacksonville,Texas,75766,,
29169,for_sale,3999999,3,4,246,418316,Jacksonville,Texas,75766,3256,
108975,for_sale,18500,,,2,1865511,Jacksonville,Texas,75766,,
15331,for_sale,95000,,,10,1035474,Jacksonville,Texas,75766,,2022-05-13
31008,for_sale,107500,,,5,1307990,Jacksonville,Texas,75766,,
10609,for_sale,229900,6,3,3.9,1248659,Jacksonville,Texas,75766,2946,2022-04-04
20284,for_sale,245000,3,1,1.54,930711,Jacksonville,Texas,75766,1128,
44881,for_sale,145900,2,2,0.3,1527074,Jacksonville,Texas,75766,2356,2022-04-22
44881,for_sale,9000,,,0.25,1890619,Jacksonville,Texas,75766,,
15331,for_sale,1975000,5,3,10,65691,Jacksonville,Texas,75766,4900,2018-06-07
53489,for_sale,199000,,,6.11,1935484,Jacksonville,Texas,75766,,
74611,for_sale,10000,,,0.17,123251,Jacksonville,Texas,75766,,2022-04-20
53489,for_sale,435000,,,71.65,1875326,Jacksonville,Texas,75766,,2022-06-15
53489,for_sale,435000,,,71.65,1875326,Jacksonville,Texas,75766,,
56685,for_sale,234900,4,2,,687988,Jacksonville,Texas,75766,1685,2022-04-22
15331,for_sale,361500,,,24.1,79158,Jacksonville,Texas,75766,,
109085,for_sale,1125000,2,2,148,258187,Jacksonville,Texas,75766,1880,
40517,for_sale,275000,3,2,0.32,1378564,Jacksonville,Texas,75766,1699,2022-05-10
44881,for_sale,987500,3,4,,573957,Jacksonville,Texas,75766,3468,
29652,for_sale,917000,,,61.18,1864963,Jacksonville,Texas,75766,,
99530,for_sale,4510000,,,200,1788955,Jacksonville,Texas,75766,,
99530,for_sale,4510000,,,451,1788956,Troup,Texas,75766,,
32009,for_sale,675000,,,76.3,550464,Jacksonville,Texas,75766,,
44881,for_sale,949000,,,152.84,1882213,Jacksonville,Texas,75766,,
11255,for_sale,120000,,,5,1865867,Lindale,Texas,75771,,2022-04-14
102991,for_sale,185000,,,6.15,1864088,Lindale,Texas,75771,,
53016,for_sale,90000,,,7.86,1865718,Lindale,Texas,75771,,
105761,for_sale,399900,,,38,1865795,Lindale,Texas,75771,,
102991,for_sale,185000,,,6.15,455913,Lindale,Texas,75771,,
98665,for_sale,156900,,,5.23,758902,Lindale,Texas,75771,,
98665,for_sale,187800,,,6.26,755358,Lindale,Texas,75771,,
98665,for_sale,122400,,,4.08,759384,Lindale,Texas,75771,,
98665,for_sale,196200,,,6.54,755013,Lindale,Texas,75771,,
11255,for_sale,26500,,,0.35,1384334,Hide A Way,Texas,75771,,
11255,for_sale,26500,,,0.36,500303,Hide A Way,Texas,75771,,
11255,for_sale,26500,,,0.36,499660,Hide A Way,Texas,75771,,
11255,for_sale,26500,,,0.33,451070,Hide A Way,Texas,75771,,
11255,for_sale,26500,,,0.41,457359,Hide A Way,Texas,75771,,
11255,for_sale,26500,,,0.32,448255,Hide A Way,Texas,75771,,
11255,for_sale,26500,,,0.28,1392666,Hide A Way,Texas,75771,,
102991,for_sale,63000,,,2.39,460896,Lindale,Texas,75771,,
11255,for_sale,26500,,,0.34,477927,Hideaway,Texas,75771,,
11255,for_sale,26500,,,0.36,316550,Hide A Way,Texas,75771,,
11255,for_sale,26500,,,0.39,461405,Hide A Way,Texas,75771,,
98665,for_sale,110700,,,3.69,760929,Lindale,Texas,75771,,
11255,for_sale,26500,,,0.34,473729,Hide A Way,Texas,75771,,
11255,for_sale,26500,,,0.34,271022,Hide A Way,Texas,75771,,
102991,for_sale,75000,,,2.46,1864087,Lindale,Texas,75771,,
11255,for_sale,31500,,,0.46,409244,Hideaway,Texas,75771,,
102991,for_sale,75000,,,2.46,459362,Lindale,Texas,75771,,
98665,for_sale,90600,,,3.02,750071,Lindale,Texas,75771,,
98665,for_sale,55200,,,1.84,777700,Lindale,Texas,75771,,
98665,for_sale,74100,,,2.4,774604,Lindale,Texas,75771,,
22036,for_sale,79900,,,1,1843444,Lindale,Texas,75771,,
22033,for_sale,79900,,,1.15,1843443,Lindale,Texas,75771,,2022-04-08
98665,for_sale,72000,,,2.4,749102,Lindale,Texas,75771,,2021-07-30
98297,for_sale,42500,,,0.5,581941,Lindale,Texas,75771,,2022-04-28
98297,for_sale,42500,,,0.5,580772,Lindale,Texas,75771,,2022-04-28
98297,for_sale,42500,,,0.5,583137,Lindale,Texas,75771,,2022-04-25
99530,for_sale,1000000,,,51.5,367988,Lindale,Texas,75771,,
53489,for_sale,35000,,,0.56,408759,Lindale,Texas,75771,,2021-04-20
22036,for_sale,3750000,,,23.03,1864117,Lindale,Texas,75771,,
22036,for_sale,2750000,,,11.61,1864124,Lindale,Texas,75771,,
3865,for_sale,30900,,,0.66,1911469,Murchison,Texas,75778,,2022-04-22
3865,for_sale,30900,,,0.66,1981101,Murchison,Texas,75778,,
